V1,id,question,treatment,property,abs_value_diff,value_diff,Index,Property,question_treatment,question_control,population_density,walk_score,median_household_income,median_age,race,median_rooms_rounded,bedrooms,bathrooms,sq_ft,year_built,housing_density,median_male_age,pct_white,school_districts,pct_lt_hs_grad,median_rooms,pct_hs_grad,pct_at_least_col_grad,GEOID,state,tract,NAME,ALAND,ALAND_SQMI,county,Pair_ID,INTPTLAT,INTPTLONG,iframe,Racial majority detail,white_value_diff,is_white,street_view_person
1,8,3s,1,Property 2,30000,-30000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-30000,0,0
3,9,3s,1,Property 2,8000,-8000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-8000,0,0
5,11,3s,1,Property 2,10000,-10000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-10000,0,0
7,14,3s,1,Property 2,15000,-15000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-15000,0,0
9,16,3s,1,Property 2,250000,-250000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-250000,0,0
11,17,3s,1,Property 2,200000,-200000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-200000,0,0
12,20,3s,1,Property 1,15000,15000,5492,Property 1,p3s-1,p3n-1,6441.212121,15.36666667,66429,39.6,white,4,3,2,2108,2002,2397.575758,39.2,0.7305231464,['Burbank Unified School District'],0.07502569373,4.5,0.1852517986,0.3491778006,6037310800,6,310800,"Census Tract 3108, Los Angeles County, California",2136454,0.825,37,3,34.1741488,-118.3221829,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/33c77d1b45912882?cells=test""""></iframe>",white alone,15000,1,1
14,22,3s,1,Property 1,22000,22000,5492,Property 1,p3s-1,p3n-1,6441.212121,15.36666667,66429,39.6,white,4,3,2,2108,2002,2397.575758,39.2,0.7305231464,['Burbank Unified School District'],0.07502569373,4.5,0.1852517986,0.3491778006,6037310800,6,310800,"Census Tract 3108, Los Angeles County, California",2136454,0.825,37,3,34.1741488,-118.3221829,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/33c77d1b45912882?cells=test""""></iframe>",white alone,22000,1,1
17,27,3s,1,Property 2,5000,-5000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-5000,0,0
18,28,3s,1,Property 1,20000,20000,5492,Property 1,p3s-1,p3n-1,6441.212121,15.36666667,66429,39.6,white,4,3,2,2108,2002,2397.575758,39.2,0.7305231464,['Burbank Unified School District'],0.07502569373,4.5,0.1852517986,0.3491778006,6037310800,6,310800,"Census Tract 3108, Los Angeles County, California",2136454,0.825,37,3,34.1741488,-118.3221829,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/33c77d1b45912882?cells=test""""></iframe>",white alone,20000,1,1
21,29,3s,1,Property 2,60000,-60000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-60000,0,0
22,30,3s,1,Property 1,32000,32000,5492,Property 1,p3s-1,p3n-1,6441.212121,15.36666667,66429,39.6,white,4,3,2,2108,2002,2397.575758,39.2,0.7305231464,['Burbank Unified School District'],0.07502569373,4.5,0.1852517986,0.3491778006,6037310800,6,310800,"Census Tract 3108, Los Angeles County, California",2136454,0.825,37,3,34.1741488,-118.3221829,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/33c77d1b45912882?cells=test""""></iframe>",white alone,32000,1,1
25,31,3s,1,Property 2,10000,-10000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-10000,0,0
27,32,3s,1,Property 2,35000,-35000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-35000,0,0
28,33,3s,1,Property 1,1499,1499,5492,Property 1,p3s-1,p3n-1,6441.212121,15.36666667,66429,39.6,white,4,3,2,2108,2002,2397.575758,39.2,0.7305231464,['Burbank Unified School District'],0.07502569373,4.5,0.1852517986,0.3491778006,6037310800,6,310800,"Census Tract 3108, Los Angeles County, California",2136454,0.825,37,3,34.1741488,-118.3221829,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/33c77d1b45912882?cells=test""""></iframe>",white alone,1499,1,1
31,37,3s,1,Property 2,20000,-20000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-20000,0,0
33,38,3s,1,Property 2,100000,-100000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-100000,0,0
35,39,3s,1,Property 2,22000,-22000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-22000,0,0
37,40,3s,1,Property 2,23000,-23000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-23000,0,0
39,44,3s,1,Property 2,200000,-200000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-200000,0,0
41,46,3s,1,Property 2,50000,-50000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-50000,0,0
43,50,3s,1,Property 2,2000,-2000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-2000,0,0
45,53,3s,1,Property 2,50000,-50000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-50000,0,0
47,55,3s,1,Property 2,40000,-40000,3831,Property 2,p3s-1,p3n-1,7034.33923,15.83333333,66103,40.3,asian,4,3,2,2116,2004,2601.456816,39.3,0.09763313609,"['Alhambra Unified School District', 'Montebello Unified School District']",0.1370691393,4.6,0.1876637775,0.4208828865,6037482002,6,482002,"Census Tract 4820.02, Los Angeles County, California",2488396,0.961,37,3,34.0488369,-118.1482676,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""""></iframe>",asian,-40000,0,0
49,8,10s,1,Property 2,70000,-70000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,70000,1,1
51,9,10s,1,Property 2,8000,-8000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,8000,1,1
53,11,10s,1,Property 2,10000,-10000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,10000,1,1
54,14,10s,1,Property 1,3000,3000,6325,Property 1,p10s-1,p10n-1,3665.661136,11.625,133993,45.4,asian,6,5,2,3312,1990,1261.437908,46.2,0.2269921821,"['Buena Park Elementary School District', 'Fullerton Elementary School District', 'Fullerton Joint Union High School District', 'La Habra City Elementary School District', 'Lowell Joint Elementary School District']",0.03105482304,6.4,0.07234559334,0.6580499653,6059001707,6,1707,"Census Tract 17.07, Orange County, California",5152163,1.989,59,10,33.9046917,-117.9681615,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/27c1825374db1b32?cells=test""""></iframe>",asian,-3000,0,1
57,16,10s,1,Property 2,100000,-100000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,100000,1,1
59,17,10s,1,Property 2,50000,-50000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,50000,1,1
61,20,10s,1,Property 2,8000,-8000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,8000,1,1
63,22,10s,1,Property 2,25000,-25000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,25000,1,1
64,27,10s,1,Property 1,10000,10000,6325,Property 1,p10s-1,p10n-1,3665.661136,11.625,133993,45.4,asian,6,5,2,3312,1990,1261.437908,46.2,0.2269921821,"['Buena Park Elementary School District', 'Fullerton Elementary School District', 'Fullerton Joint Union High School District', 'La Habra City Elementary School District', 'Lowell Joint Elementary School District']",0.03105482304,6.4,0.07234559334,0.6580499653,6059001707,6,1707,"Census Tract 17.07, Orange County, California",5152163,1.989,59,10,33.9046917,-117.9681615,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/27c1825374db1b32?cells=test""""></iframe>",asian,-10000,0,1
67,28,10s,1,Property 2,375000,-375000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,375000,1,1
69,29,10s,1,Property 2,45000,-45000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,45000,1,1
71,30,10s,1,Property 2,102000,-102000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,102000,1,1
73,31,10s,1,Property 2,10000,-10000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,10000,1,1
75,32,10s,1,Property 2,30000,-30000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,30000,1,1
76,33,10s,1,Property 1,3345,3345,6325,Property 1,p10s-1,p10n-1,3665.661136,11.625,133993,45.4,asian,6,5,2,3312,1990,1261.437908,46.2,0.2269921821,"['Buena Park Elementary School District', 'Fullerton Elementary School District', 'Fullerton Joint Union High School District', 'La Habra City Elementary School District', 'Lowell Joint Elementary School District']",0.03105482304,6.4,0.07234559334,0.6580499653,6059001707,6,1707,"Census Tract 17.07, Orange County, California",5152163,1.989,59,10,33.9046917,-117.9681615,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/27c1825374db1b32?cells=test""""></iframe>",asian,-3345,0,1
78,37,10s,1,Property 1,5000,5000,6325,Property 1,p10s-1,p10n-1,3665.661136,11.625,133993,45.4,asian,6,5,2,3312,1990,1261.437908,46.2,0.2269921821,"['Buena Park Elementary School District', 'Fullerton Elementary School District', 'Fullerton Joint Union High School District', 'La Habra City Elementary School District', 'Lowell Joint Elementary School District']",0.03105482304,6.4,0.07234559334,0.6580499653,6059001707,6,1707,"Census Tract 17.07, Orange County, California",5152163,1.989,59,10,33.9046917,-117.9681615,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/27c1825374db1b32?cells=test""""></iframe>",asian,-5000,0,1
81,38,10s,1,Property 2,10000,-10000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,10000,1,1
83,39,10s,1,Property 2,65000,-65000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,65000,1,1
85,40,10s,1,Property 2,15000,-15000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,15000,1,1
87,44,10s,1,Property 2,300000,-300000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,300000,1,1
89,46,10s,1,Property 2,50000,-50000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,50000,1,1
91,50,10s,1,Property 2,5000,-5000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,5000,1,1
93,53,10s,1,Property 2,10000,-10000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,10000,1,1
95,55,10s,1,Property 2,20000,-20000,6441,Property 2,p10s-1,p10n-1,4663.489736,11.16666666,137266,45.6,white,7,5,2,3303,1991,1537.390029,45.3,0.7489388461,"['Capistrano Unified School District', 'Saddleback Valley Unified School District']",0.03835196143,7.2,0.08459346921,0.6046460662,6059032038,6,32038,"Census Tract 320.38, Orange County, California",3532420,1.364,59,10,33.5941166,-117.6450407,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/23df24c871b4a2c7?cells=test""""></iframe>",white alone,20000,1,1
