V1,id,question,treatment,property,abs_value_diff,value_diff,Index,Property,question_treatment,question_control,population_density,walk_score,median_household_income,median_age,race,median_rooms_rounded,bedrooms,bathrooms,sq_ft,year_built,housing_density,median_male_age,pct_white,school_districts,pct_lt_hs_grad,median_rooms,pct_hs_grad,pct_at_least_col_grad,GEOID,state,tract,NAME,ALAND,ALAND_SQMI,county,Pair_ID,INTPTLAT,INTPTLONG,iframe,Racial majority detail,white_value_diff,is_white,street_view_person
273,38,15s,1,Property 2,10000,-10000,13093,Property 2,p15s-1,p15n-1,3121.94204,11.05555556,53307,37,white,5,,1,2574,2008,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,10000,1,0
275,39,15s,1,Property 2,9000,-9000,13093,Property 2,p15s-1,p15n-1,3121.94204,11.05555556,53307,37,white,5,,1,2574,2008,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,9000,1,0
277,40,15s,1,Property 2,30000,-30000,13093,Property 2,p15s-1,p15n-1,3121.94204,11.05555556,53307,37,white,5,,1,2574,2008,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,30000,1,0
279,44,15s,1,Property 2,150000,-150000,13093,Property 2,p15s-1,p15n-1,3121.94204,11.05555556,53307,37,white,5,,1,2574,2008,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,150000,1,0
281,46,15s,1,Property 2,40000,-40000,13093,Property 2,p15s-1,p15n-1,3121.94204,11.05555556,53307,37,white,5,,1,2574,2008,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,40000,1,0
283,50,15s,1,Property 2,5000,-5000,13093,Property 2,p15s-1,p15n-1,3121.94204,11.05555556,53307,37,white,5,,1,2574,2008,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,5000,1,0
285,53,15s,1,Property 2,10000,-10000,13093,Property 2,p15s-1,p15n-1,3121.94204,11.05555556,53307,37,white,5,,1,2574,2008,1247.271359,35.5,0.7060880048,['Duval County School District'],0.09665991903,5.2,0.274122807,0.3625168691,12031016722,12,16722,"Census Tract 167.22, Duval County, Florida",6881790,2.657,31,15,30.195021,-81.603842,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/5fecce0f83308bd6?cells=test""""></iframe>",white alone,10000,1,0
286,55,15s,1,Property 1,30000,30000,13156,Property 1,p15s-1,p15n-1,2106.103024,10.77777778,55744,36.9,black,5,4,1,2559,2574,766.7973124,35.4,0.09637112854,['Duval County School District'],0.04233320328,5.5,0.2660944206,0.2493172064,12031010304,12,10304,"Census Tract 103.04, Duval County, Florida",9252095,3.572,31,15,30.4428198,-81.6561549,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/2b444547e0c567ba?cells=test""""></iframe>",black,-30000,0,0
288,8,16s,1,Property 1,110000,110000,17059,Property 1,p16s-1,p16n-1,2300.650325,8.166666667,122857,43.3,white,7,5,2,3312,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,110000,1,0
290,9,16s,1,Property 1,15000,15000,17059,Property 1,p16s-1,p16n-1,2300.650325,8.166666667,122857,43.3,white,7,5,2,3312,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,15000,1,0
292,11,16s,1,Property 1,5000,5000,17059,Property 1,p16s-1,p16n-1,2300.650325,8.166666667,122857,43.3,white,7,5,2,3312,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,5000,1,0
294,14,16s,1,Property 1,26000,26000,17059,Property 1,p16s-1,p16n-1,2300.650325,8.166666667,122857,43.3,white,7,5,2,3312,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,26000,1,0
297,16,16s,1,Property 2,100000,-100000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-100000,0,0
298,17,16s,1,Property 1,100000,100000,17059,Property 1,p16s-1,p16n-1,2300.650325,8.166666667,122857,43.3,white,7,5,2,3312,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,100000,1,0
300,20,16s,1,Property 1,12500,12500,17059,Property 1,p16s-1,p16n-1,2300.650325,8.166666667,122857,43.3,white,7,5,2,3312,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,12500,1,0
303,22,16s,1,Property 2,18000,-18000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-18000,0,0
305,27,16s,1,Property 2,10000,-10000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-10000,0,0
306,28,16s,1,Property 1,50000,50000,17059,Property 1,p16s-1,p16n-1,2300.650325,8.166666667,122857,43.3,white,7,5,2,3312,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,50000,1,0
309,29,16s,1,Property 2,50000,-50000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-50000,0,0
310,30,16s,1,Property 1,55000,55000,17059,Property 1,p16s-1,p16n-1,2300.650325,8.166666667,122857,43.3,white,7,5,2,3312,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,55000,1,0
313,31,16s,1,Property 2,10000,-10000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-10000,0,0
315,32,16s,1,Property 2,5000,-5000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-5000,0,0
316,33,16s,1,Property 1,888,888,17059,Property 1,p16s-1,p16n-1,2300.650325,8.166666667,122857,43.3,white,7,5,2,3312,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,888,1,0
319,37,16s,1,Property 2,7000,-7000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-7000,0,0
321,38,16s,1,Property 2,50000,-50000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-50000,0,0
323,39,16s,1,Property 2,30000,-30000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-30000,0,0
325,40,16s,1,Property 2,1000,-1000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-1000,0,0
327,44,16s,1,Property 2,200000,-200000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-200000,0,0
328,46,16s,1,Property 1,50000,50000,17059,Property 1,p16s-1,p16n-1,2300.650325,8.166666667,122857,43.3,white,7,5,2,3312,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,50000,1,0
331,50,16s,1,Property 2,25000,-25000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-25000,0,0
332,53,16s,1,Property 1,20000,20000,17059,Property 1,p16s-1,p16n-1,2300.650325,8.166666667,122857,43.3,white,7,5,2,3312,1994,801.4007004,43.1,0.5642530985,['Fulton County School District'],0.02922286448,7.8,0.08188824663,0.7675016057,13121011618,13,11618,"Census Tract 116.18, Fulton County, Georgia",5178115,1.999,121,16,34.056505,-84.2649627,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c278fb1a9915f858?cells=test""""></iframe>",white alone,20000,1,0
335,55,16s,1,Property 2,20000,-20000,17064,Property 2,p16s-1,p16n-1,3553.946621,8.333333333,121389,42.8,asian,7,5,2,3322,1996,1240.772288,42.4,0.470240473,['Fulton County School District'],0.04305619004,7.1,0.07252169941,0.6995203289,13121011623,13,11623,"Census Tract 116.23, Fulton County, Georgia",9120721,3.522,121,16,34.022421,-84.1803637,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/53d13b2f46744cb2?cells=test""""></iframe>",technically white majority but high asian,-20000,0,0
337,8,17s,1,Property 2,20000,-20000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-20000,0,0
338,9,17s,1,Property 1,6500,6500,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,6500,1,0
340,11,17s,1,Property 1,5000,5000,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,5000,1,0
342,14,17s,1,Property 1,9500,9500,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,9500,1,0
344,16,17s,1,Property 1,20000,20000,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,20000,1,0
346,17,17s,1,Property 1,35000,35000,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,35000,1,0
348,20,17s,1,Property 1,9000,9000,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,9000,1,0
350,22,17s,1,Property 1,12500,12500,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,12500,1,0
353,27,17s,1,Property 2,5000,-5000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-5000,0,0
354,28,17s,1,Property 1,10000,10000,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,10000,1,0
357,29,17s,1,Property 2,20000,-20000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-20000,0,0
358,30,17s,1,Property 1,81000,81000,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,81000,1,0
361,31,17s,1,Property 2,70000,-70000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-70000,0,0
363,32,17s,1,Property 2,10000,-10000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-10000,0,0
365,33,17s,1,Property 2,33000,-33000,18700,Property 2,p17s-1,p17n-1,7583.0721,17.16666667,61806,38.9,asian,5,4,1,2567,1991,2605.015674,37.3,0.3009508061,['Chicago Public School District 299'],0.2966292135,5.3,0.247752809,0.2719101124,17031840200,17,840200,"Census Tract 8402, Cook County, Illinois",826355,0.319,31,17,41.8446476,-87.6492096,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/c2f97c858ab4f701?cells=test""""></iframe>",asian,-33000,0,0
366,37,17s,1,Property 1,23000,23000,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,23000,1,0
368,38,17s,1,Property 1,10000,10000,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,10000,1,0
370,39,17s,1,Property 1,20000,20000,18349,Property 1,p17s-1,p17n-1,7333.333333,16.77777778,61342,39.3,white,5,4,1,2559,1992,2892.215569,37.4,0.8410451824,"['Community High School District 218', 'Oak Lawn-Hometown School District 123']",0.09610983982,5.4,0.2585812357,0.2974828375,17031822702,17,822702,"Census Tract 8227.02, Cook County, Illinois",1298804,0.501,31,17,41.7056906,-87.7305797,"<iframe width=""""100%"""" height=""""401"""" frameborder=""""0""""   src=""""https://observablehq.com/embed/98fd7b63411505e0?cells=test""""></iframe>",white alone,20000,1,0
